,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_temp,average_watts,kilojoules,device_watts,weighted_average_watts,max_watts
9,2,20min (ish) hike jog back in the woods,3918.5,1192,1571,58.8,Run,0.0,4207952358,garmin_push_5690835286,4501935240,2020-10-17T18:12:27Z,2020-10-17T14:12:27Z,(GMT-05:00) America/New_York,-14400.0,"[42.326509, -71.179863]","[42.325895, -71.178357]",,,United States,42.326509,-71.179863,0,9,0,1,0,False,False,False,False,everyone,False,g6765179,False,4501935240,3.287,5.3,80.6,True,135.1,170.0,False,True,79.0,54.0,0,1,False,7.0,7446327,1,a4207952358,s{iaGdimqLEFMj@_@jAAXBXNf@Dl@?bAEb@L`BH\j@bADZIZ_@`@cAn@_@JIHEHKfBEa@CwADQFGn@IdB[~@@n@RN@`@A`@Gj@AnAHb@NJJFRObAG`AKn@@\GPC?BMNw@Fu@XkBHUh@s@d@_AB[?c@Bk@Vw@Vc@PaBTi@Ca@KUCOBQPo@A[FSC]KEGUEo@EAOHS?[Kc@g@_@sA]w@IG\BLXZb@Tn@`@f@\LPNPPH?TGF?t@VACGAm@ESDMDGJ@PTb@EVBR?JKp@DRJT`@BRIQNKBU?A@A\Ul@Ih@@_@AKCCQISDSVQJI@GGAaAK_@Iq@Aw@KOQGO[IESCYKK?u@YY@m@Go@?c@[_AJE?WSMAIBAOEEU?[IE?KJFUAKMYQUKWKOa@oATiAHs@EkBa@k@OKBa@G]u@?ACCW@q@AS_@{AAk@My@CCMEu@K[IM?XJl@Nj@ERISJCJJdAFLLHJ@`@Ej@PBALMBQCPONK@KEOCq@PIHf@fA?n@Lb@FNFBFQHGHNH@FOp@eANKj@BDBXVTZBP@^Vr@AVENO\M`@IJc@R]Ba@XWh@Oh@S\GVILUZENBZDNRZp@h@HPHZNNB@DEDc@Rg@D?r@HHAJILSFa@JQHA^LB?FGBIO_@CUJy@BQDE,2,,,,,,
10,2,Rainy All Res,11545.9,3003,3003,2.6,Run,0.0,4203545403,garmin_push_5686369551,4497283857,2020-10-16T18:59:04Z,2020-10-16T14:59:04Z,(GMT-05:00) America/New_York,-14400.0,"[42.338234, -71.169176]","[42.338263, -71.169023]",,,United States,42.338234,-71.169176,0,11,0,1,0,False,False,False,False,everyone,False,g6584207,False,4497283857,3.845,6.9,80.4,True,148.7,174.0,False,True,46.0,40.4,0,0,False,47.0,7446327,1,a4203545403,}dlaGjfkqLJLZJ\AFM?o@DYv@k@^a@t@[pAYv@W`Ae@VWB_@Ma@Gk@Oi@WeBAoBf@{@j@mAV{@VoBXsAVsCCWg@w@m@Cs@_@qAoBa@e@qAk@g@WU[Oa@Ik@@o@XmAbAiDHo@@_AUo@MQSK]Cc@PaAz@WDUC_@QOQO]Ei@JwBLo@La@j@}Ch@_CCkAUuASs@?]DYNSj@QhC?v@If@MzAo@dBWt@C`BPhFzAdBp@`Ap@vAxAb@t@`AbCZ~@Hl@@tAIr@W~@]p@i@t@_C~Bs@rAcCjGm@nC]z@SX{@x@oA|@qAb@q@Hi@Im@]wAeCc@]qBw@Y_@KYCQ?q@LeAZqAl@uBLq@B]C[GYWi@WOe@?c@Tm@f@]Do@QOOO]Eu@Bu@Fk@h@oDn@wCLkAC}@Y{@SaA@a@P]`@SrBSj@Bl@CdC_Ap@OzBIhAPnA^tDbA~An@lA|@nAhB`AvBb@zAJl@Hv@AbAIb@]fA_@n@e@l@yBtBu@hAg@hA{@hC_@|@m@lCq@xA}@z@iAt@eAb@_@HGFNChCqArAiA^g@j@_B`@wBNg@`CaGXc@nCoCf@u@Vi@Nq@DiA@g@Kw@s@oBsAwCc@o@w@u@oAw@gIaCsAO_BFoA\}@^gAT_ECSHU^CVDd@Tt@f@nAFb@?^Kx@c@hBk@bD]jAMdA@`@DVXr@PN\JXE|@o@d@STAd@JTXPf@@ZEr@Ot@e@`Ak@hBQhA@ZTp@^h@VPv@Nb@TdArAdAfBXNb@JhASz@_@jAu@hAiAb@_Ah@gC~CcIp@eA|B_CT[`@_ANy@@[AiAIs@q@qBo@uAe@sAm@y@gBqA{H_CqBUmBJy@Rw@`@w@Vo@ByCKUDQJSZCZD^|@lCFX?ZOrAm@xBc@jC_@bAOn@@v@FXN\PPf@PZC`Am@b@SXDXNd@h@HTDXCx@Qr@Wl@gAjDEl@D`@Xp@RT`Bh@z@n@dBjCn@Xd@DHH@FIRk@f@]j@e@\eCtAg@b@YHY?cAREJKJmAZgAl@a@`@a@`As@rAQj@A^`@vB`@rALn@p@rBN`A@RCFc@XBV^h@B?FP,2,,,,,,
11,2,Ernâ€™sâ€”>Horse Trails,13937.7,3734,3972,80.7,Run,0.0,4199361706,garmin_push_5681952667,4492839861,2020-10-15T15:55:30Z,2020-10-15T11:55:30Z,(GMT-05:00) America/New_York,-14400.0,"[41.626916, -71.427617]","[41.653679, -71.443782]",,,United States,41.626916,-71.427617,1,10,0,1,0,False,False,False,False,everyone,False,g6584207,False,4492839861,3.733,5.7,79.8,True,153.1,159.0,False,True,15.5,0.8,0,0,False,69.0,7446327,1,a4199361706,ega}Fru}rLH_@ISeCyB{CwCyBwAc@i@wB{CkBoAoDaD[Og@Ks@HsAl@gAn@wAh@gG~CuDlCuAp@qFdBkIbDSASIq@kAaAgD{@kE_AkDYoAIs@MUsB^kA^sBN{@PqBFeAPsBJ}J`AgHFmEj@WLK`@[nGQjAKzAEpC@nCHrABzBVlD?h@^xCLfD\~D`@rC`AzC~BjDbAnB|ArBK`@e@z@VIvAv@dA~@t@|@Vf@Tt@Jd@D`ANn@rAbBpChEj@^~Af@^ZbBtBdAvBl@fDTdE\bCEx@Mr@Wr@y@bBe@dB_AlBw@nCm@zA}AnEiBnDOLWD[Iy@g@_AwAqAa@Sc@a@yAe@kA}AuCkF{Ig@e@mAeBk@i@i@w@}@_AcBmAWDCTz@jADVEVW~@U\yAn@KNHTZVj@PfAr@^h@Ph@@^M\UXg@\{@xA?VR|@d@`An@r@n@TLPCXOZ]Tu@PQEEi@MYu@Y_@AaAX_@DWO{@y@m@I]a@_BMk@FeAMSc@GwAk@iAgDuCcA_@a@YIMGoADg@Z[x@KZQR]Ly@Cc@[o@QsAi@_Aa@[e@OqBFMKa@w@kAE]U_A{@_@i@iAq@eAqAUOqASoB?oCy@y@[Q_@Me@QMoAb@cCBiA\u@FOIYy@Ko@IKY?q@Tc@BwDeAeDh@y@VyAKwAJ_@Ua@g@aBQuBy@IKCSH}@OMa@FSVUh@QJqAh@YDQKGU@s@XcBLkBf@{BB_@Nm@H{@^aCLa@h@y@Vm@P_A?g@K_BWgAc@yADs@A{@MmCDyAMMo@@i@M_@Y[i@SgAAWc@iAi@{CO]gBqFq@aB?gAQsAAyAES_A_AQc@s@Ma@e@Q_@U?By@XeAF_AGq@]Yd@XXbAZJlB_@RWVu@f@q@vAM~ADn@H`@Tz@xAh@~ADvBNfA\x@`@n@Dh@xAvGFp@N`G`@dEd@hB@zALdBVdBLvCB|BBVHL\PfALfAj@t@l@h@r@j@xAp@`AFLDp@Zn@\\x@FZN^bAbA~AHBRCZSV_@b@O`@BTP\^v@zAZ~@h@rBPZf@f@bNfD~@b@zChCp@ZrA^bEl@p@?z@SxAmALARFr@n@JPBz@BHBAEEWHcAbAKVGh@k@zAW`@i@^,2,,,,,,
12,2,5-5-5 on Extended Ern's,14171.5,3301,3356,68.5,Run,0.0,4194770767,garmin_push_5677186224,4487975342,2020-10-14T16:01:08Z,2020-10-14T12:01:08Z,(GMT-05:00) America/New_York,-14400.0,"[41.62688, -71.42753]","[41.626999, -71.427683]",,,United States,41.62688,-71.42753,1,17,0,1,0,False,False,False,False,everyone,False,g6584207,False,4487975342,4.293,7.6,82.1,True,160.0,182.0,False,True,17.7,1.5,0,0,False,79.0,7446327,1,a4194770767,_ga}F`u}rL@QKYaBqAiB}Aq@eAa@e@w@k@u@]SSSY{@wAs@_AgCkBq@c@sAoAg@_@o@]CEE[NyDAuDDu@PoBd@mBTs@NYX_@f@a@^m@X_AFm@DOLS\]n@_@pBuAp@w@pA_Aj@s@h@g@Z_@ZWDMBw@BSd@_B@WKO{BiBgAs@WY}CmCoI_HO?w@NsHhBU@MEOUc@cA{AgKEKEAc@Li@VCDCNFf@TbAHr@Hb@ZdCPdAAXc@fAU`@w@|@kA|@GJAFFVt@nBRz@P`@Z~@d@bABNCPINMJgB~@m@d@iB`Ag@\s@\kAn@oD~ByDjBYRg@TaB~@cBjAi@Z}DpBk@RGHI\BXh@nATp@^dBhAhEV|AARINMHkBTwAZiAJ{@@{ARk@Ly@FuARsDXwAT}BHqAJoAGoAFaACk@B{D\UDQNGZIdBe@dGC~@Gz@CnBAd@DvAf@`H@bB^`GAzAPz@Hz@b@bCNbB^zBNn@`@x@lA~At@x@d@t@dBxB\^z@x@h@n@pApBRf@?LHp@J~BH^HTv@nAf@`AZ`@LVp@t@~@x@~Al@j@Xf@b@`@d@h@x@~@fCNl@\pEFjAT~AJ~@?d@Kn@Oh@sAtCoAbDS~@u@pBg@~@QlA}@hCu@~Ak@x@g@`A_@bA]pAo@nBg@pASX[NMLo@bCaAvCa@z@iAlBCPBNTR^FxMM~CDbIBnDArAMbAQpD]xBM`DYbAUvDkA~Cy@jAg@|CaA`@GrCExCMbBAxFRl@Gn@A~HRrB?VCJMBWBg@CsA@iBFmBH{@@iADu@PiARs@Jg@J}CDWJSJKXIjBOlCI`AKv@Wf@Yb@a@~@oAxAcBfAw@vFgD|@]xDm@d@QZ[P[JSR_Ad@yAHQZ]r@[hAWNAv@?d@Kj@YXUJMp@}AV[bCmDXo@No@@OAqBWcDImCKaAAa@E[?_@Gc@CcAIoAWuCM{@Ee@Ae@Ge@IUWYuAcAkCaC_CoBZJ^V`Ab@t@d@pAnAJRRXfA|@T\H^D~@BL@IEUI{@IMMMgAs@mAkAiEmDaAaAc@]k@i@mB{Au@w@oAgAmAqAeAw@gCeCk@c@}B{Bq@i@iBiBg@_@qBeBsB}ASSa@k@YSq@a@]_@K@S`@GF,2,,,,,,
13,2,Lots of Z3 with Wilpers,44997.2,4498,4498,0.0,Ride,10.0,4191340938,22445e418855479d86d5de68e402061e.tcx,4484256439,2020-10-13T20:13:36Z,2020-10-13T16:13:36Z,(GMT-05:00) America/New_York,-14400.0,,,,,United States,,,0,10,2,1,0,True,False,False,False,everyone,False,b2472660,False,4484256439,10.004,12.9,83.4,True,144.3,184.0,False,True,,,0,0,False,57.0,7446327,1,a4191340938,,2,,227.1,1021.7,True,233.0,362.0
14,2,Looping and striding,13812.3,3541,3758,92.8,Run,0.0,4186529218,garmin_push_5668553953,4479116720,2020-10-12T17:26:16Z,2020-10-12T13:26:16Z,(GMT-05:00) America/New_York,-14400.0,"[41.626918, -71.427449]","[41.626829, -71.427379]",,,United States,41.626918,-71.427449,0,17,0,1,0,False,False,False,False,everyone,False,g6584207,False,4479116720,3.901,7.0,80.5,True,145.3,180.0,False,True,29.3,1.0,0,0,False,33.0,7446327,1,a4186529218,ega}Fpt}rLJQDCTFnAhAdBjAhDvCnEjEjAbAzAzAbAv@TTBNERILoBrCa@b@i@v@qCrDQNQEmAgAq@e@{@[q@Ai@Ka@@uA^m@\MZSLWZ_@p@_BxDcAzCGTIt@I`DCLE@CE@o@JmBHu@RgAr@iBEOII{@[s@a@}CgCg@[QEQ?UJc@R[Vi@TUVWf@MN_@XYNS?[Gm@]Y]Uo@Ms@WeA{@cCIi@Oi@[sBEs@Mw@m@qCk@aCW{AkAyEq@wAiAoBe@eA]k@s@}Bc@uB?a@DQHOh@_@vAw@`Ac@hBkAf@SdBaAf@_@`Ac@l@MJKDQRoBHgBAu@Bw@CoBDk@VaBp@{BXk@r@k@Z_@Vm@P_BVa@tD}Bn@y@zAgAh@u@`@Yz@}@DQBeAX}@TaAGQeC_CsFkE}B_BmD_De@YMASDwBr@kEjAg@DSIKQQo@i@uCKaAa@_CsAqNF[LEHLFrA?jABh@dA`It@`HXhAJNPHVAzCu@dEy@^Hp@h@ZHTWl@kAj@k@XMb@]xAs@t@Mr@WvAQ\Q~@WrAGd@Kp@GbB@hAN^JpCpAbC`@jANtADTHFCAEyBE_AOwBg@}As@eA[kCQwAFwA@qA^eChA}@LsAn@iCr@[R_@\g@x@IV@LDDZZpAz@`GpEvAnAzC`ChC~B|DdDbAdA~AvApCvB`BtAbChBdCzBxAjApAx@tCzBjB~EjAvEPf@d@`A@ZRpAVx@Nn@XhFJt@NbCRfCJxBJx@JxAXfC`@hFBbAFz@JbAZlBLbAPp@D\Rr@HtAP^t@j@Zf@HVJr@NfBFh@LR`@HpBa@rCc@PG^a@Pa@Fe@[cEKa@IOQMi@ScEc@o@M{@DaBXQHGLCX@VHf@^l@p@v@P^Ln@JvAFr@P^NJ`@?vA_@dAKlB]PIV]Nc@BMA]SeCKu@QYyAWwFi@_@?WN[d@gA`DDn@TrBXv@d@t@@XIXKJQHY@WIa@[{ByBiAu@mBeBCEEO?DGAyAyA{@q@_FsEsAwAk@]gAeAu@{@}@w@}A{AmFmEsAcAcDwC_Am@o@g@Q@EV@@F]EUIMOAIPFr@@]?w@MYs@s@k@o@o@_@yAwA_@Q_Am@_@[IM?En@ZdAv@bBfBdAv@|A|Af@j@FL,2,,,,,,
15,2,Feeling that lunch beer,14132.8,2020,2020,77.0,Ride,10.0,4182641532,2020-10-11-180621-ELEMNT BOLT AE43-20-0.fit,4474956923,2020-10-11T18:06:21Z,2020-10-11T14:06:21Z,(GMT-05:00) America/New_York,-14400.0,"[41.570095, -71.452476]","[41.62694, -71.427604]",,,United States,41.570095,-71.452476,0,11,0,1,0,False,False,False,False,everyone,False,b2472660,False,4474956923,6.996,11.3,,True,84.0,84.0,False,True,24.0,0.6,0,1,False,3.0,7446327,1,a4182641532,adv|F~pbsLaAMqA[g@Ec@?QBMJEHEXSvESfFEbCG|@]nCe@rCg@pBsCdJcB`GWl@W^[Xg@T]DW?o@Iq@M_FsA]GyBk@kA_@uBg@{Bq@oAYaAQ{CUuEAgDOiBU_GeAgDi@iAU_@E{@CWGC@KNSHsBd@UB_@AkAWUDQNkAvDc@nBy@xCiApD_@zAYv@gA`Bu@dBaA|CYnAIr@An@DjDFvBDv@p@bCj@~Ap@xBfAbEZtBPt@LfA@z@Gn@Mf@eBjCWd@Sz@[zASt@e@dCu@zCm@vCi@pBa@jBy@`FU~As@bEcAzGS`CEdDKfAy@zCk@xCw@jDc@bCYbAe@rA}BtFqAfDa@tAKj@GJO?{CcBa@W_@_@iBiCcA{AeAkAy@eAu@iA_AcBq@w@i@g@yAcBe@s@eBkDa@q@q@{@oB_CYUsBoA}@q@mAgAmHgGu@YsEaAwGgA{@KuAa@s@YqAo@sBq@m@MaEg@m@MYQiAaAuHmIcA}@UOq@YwCyAsFyBYEKBYHm@^yDrCWNM@KCGICK?MHW|@gBX]NQdAu@zA_Ar@[r@O^Ep@ArBBf@Ax@QrBo@nAm@bAm@lB_DjAsDrE}O\uAf@cC\qBd@_Et@oH`@}Cd@sBj@oBr@}BvAaFlA_FNs@Da@Bw@?c@Kw@SiAmAiFeBsFWeBsB}WQiBg@oDWcGOqHSwDScD_@kBoAeEs@kCKs@KgAQaE@uAFoAd@_HD_BIaBk@{Ha@wGMuAI_@QUKCW?uBf@c@Ho@F}@Dm@Cq@IqBq@y@Ok@AoB@k@FgBBgBLqNnBaBZY@KCWKe@]uAsAsEyDgAiAoD{C[]u@m@iDeDeByAyCwCyCsCmB_B{BeBsAqAkC}B[OM@QPGP,2,17.0,120.8,244.0,False,,
16,2,Brunch Ride w/ Ern,40347.2,5970,6651,360.0,Ride,10.0,4182195260,2020-10-11-145905-ELEMNT BOLT AE43-19-0.fit,4474479449,2020-10-11T14:59:06Z,2020-10-11T10:59:06Z,(GMT-05:00) America/New_York,-14400.0,"[41.627178, -71.427086]","[41.570665, -71.452293]",,,United States,41.627178,-71.427086,9,25,0,1,0,False,False,False,False,everyone,False,b2472660,False,4474479449,6.758,13.8,,True,79.9,85.0,False,True,112.4,-25.4,2,7,False,49.0,7446327,1,a4182195260,yha}Fhr}rL_DmCuAaBcBmAsD}E_CyAcDoC_AUc@D_CdAeQvJmQxG_Bx@P|AhFnVbBvG?`@_@^iFrAi@f@eBxF}B`JeDzKuAnFgBdEUxA[jHL`Cl@tF?fAoDzLiDnJyD`IqB~F]\m@Du@dDq@`BcCdEuA~C}ApCkAtAaBxC}@|@qBjA}@x@e@z@{AhEiAbB{PhMqD|AmEdGPVlBf@`A|@tL|OP|@PjJTlAl@jAdCfChFrGjDxDtB`D\fAlCvSxAjSz@rR|Axd@RnDr@zWn@hJZzHXfDtA`Zd@`LB`ELvC`BvL\bHjB|RCn@w@nEI`Al@rOCpCr@jJNnDJj`@NnAf@`C~@~Hh@~Fj@tLUtFP`DOfAo@fCWhCR~Hf@jOB~FTfHCdBa@fEdAtBV?nAGzBJzCC~GQdDi@hBMfD_AbDg@xBmAbEuA`EaCpDw@dCu@jBcAnBc@zL_@dAZtCfBxAEfD_@dCj@pDpAFZi@dF@nB\`Et@hEF|Av@nGBdAQpKy@|LLlFOnCMf@CbB[rEHtDp@lBn@v@rE^f@L`@Z`FbH|EfIb@dAN|@\NzFl@`GdAdHqAdAA|Az@nCV`HtAnD\hEfAhHpClHfDtEjAjCjAx@bAhBlHPZb@N`BJbESlKsCrB[vJyEfDmDhOiIdD{BxEyDbCaChBaAZa@bAgCvHwJnB{BdDaCnOoHlFqEfH}DrDaCrFoC|Ae@dAiAi@r@Sz@FbDBLNOl@mE^gBpHkTzAoGj@mDLaCAaEiBiMIsA?iCf@sDjBsF`@oB~AcX|@qIJWr@A`PrCd_@vLrAJh`@uE`B_@zBmAjA[rAHxGlAv@CvKmBrA]p@e@b@y@p@yCd@eAdA}@x@W|DRxRbClCA`LiA`Ai@dCzAT@NS|@wFpF}c@zFui@tDaWjB}RdKs{@zBkLnAmB|DgEjAsBNgCBuH_AmP]}Je@}C_A_Du@k@uBU{DLmAMwDmAm@k@Ue@Gm@Hi@z@_DtBwFJcAE}@s@qCkHgRqBeGaCyNw@qGsCmRcAsIyCwSAk@RMxF_@jIMTIHe@cAoGKyKIgAWqAcBwEc@uDo@mDa@mE{HiUgFsMWoAKyCIi\Aab@H_DGUYK}Fw@cES}GEWOuBg[QuAaAoDWmBK{BFq@NY`D{CtByG[_@_GkAKb@W|DR`MXdD~@~CZ~AlAxP^fIIZ{@LaHFoCr@wYlSqc@zWgDhCeEtGsEnFsBdFYDmImA]U,2,16.0,122.7,732.7,False,,
17,2,CEO Works Weekends,24746.7,6365,6492,148.8,Run,,4177362241,activity_5659030344.tcx,4469349840,2020-10-10T14:56:25Z,2020-10-10T10:56:25Z,(GMT-05:00) America/New_York,-14400.0,"[41.626842, -71.427419]","[41.626794, -71.427471]",,,United States,41.626842,-71.427419,0,23,1,1,0,False,False,False,False,everyone,False,g6584207,False,4469349840,3.888,6.2,,True,154.6,184.0,False,True,17.7,0.9,0,0,False,135.0,7446327,1,a4177362241,wfa}Fjt}rL?SmCgByCsCyB}AkB{CiAqAmCaBaBoAmAkAQkAPkL~@{Eb@{@pAmAd@{BZq@zDkClC_CbCoC|@sEyDaDmBkA{KiJyA@wH~Aq@KUw@mByOo@cHB[LELPBhD`BbNXrE~A|GEnCOlA[t@e[|QoSrKGz@nDtNBd@MZoDx@eDZoVhBuGBgEx@Oh@}@lP@`F\dGApCXhH~BnMr@rBtCdF`BxBxAjAhBfDd@dBVjCd@jA~D~EdAn@zBb@hBfCjAtCl@jGl@pD@bASnAwApDuA`F{DxKsA`C_Al@i@YsB{B_A[i@sBa@a@aI}MkFqG{DuDUBs@v@gAvCiAjAcA\_EHKPP`AEZ_DEWt@b@d@Dd@Kj@QL_D{CmAg@c@iAEk@Vm@?]R^`AKf@_@Xm@Ey@a@y@WmA{A}AgCAs@eAcAEc@SwBqBkAs@w@iAg@]iBSq@H}@g@{Bc@s@mAWOaAZ_Gd@_BwBqA^{EwAkEfAiAK}ALeAcA}ASsBaAGUFq@a@QYTU|@e@b@}@\g@IO_@?c@PeAD_C`B}IH}AZyAz@m@Rc@MeCeAuBW{AXaBOcBg@uA}@]u@_AcAwCcAaEcDgII_@JeFG]cA{A_AYg@c@e@mAqAAo@m@[y@j@aBt@[bB`@\nAXJxCq@r@wA|@u@`CErAX\h@bA~CTvEv@hBFr@fB`IX|FZ~C^nG?pAZ|BA^s@nBk@~CcEdGm@fBa@zCw@rC@pAc@~B@x@Nb@`@LfAYROd@gAn@OJNQj@DTlEhAvAbAhDBzDoAzDrAlBUdAdB`@TzEUdBo@pAzAnD`AxD?lAxA~A|@rBrBxATx@fApBExB`BV`Bn@dAHp@K`@]X_Cv@GXNdApA~@|CpChAbB\jBnDXl@h@z@XbAdAxBYt@d@r@jAt@EXWDe@aAs@u@mAU}@Es@dBuC\wAq@eAmBiA_@c@NWvAg@d@kBIm@w@aAQw@pB\zEvEpE~FzFrJlAbDl@~GKlD]rDi@dCu@xB_CvEZh@r@LhQOvQ?dP_BvEiAnNiE~DKrLPrDIjJTJOBg@BqLhAuEFmEdAi@rIq@v@i@tBeC~CsClF_D`A_@tEq@v@_Az@yCf@y@zB_AvBOn@W~@uBhEyFPy@?u@c@gEMqEg@qH{@wIaF}EgPeN}H}H{MaL{EgE,2,,,,,,
18,2,Strictly for the leaves,43299.3,5290,6301,351.0,Ride,10.0,4172575781,2020-10-09-151754-ELEMNT BOLT AE43-18-0.fit,4464280428,2020-10-09T15:17:54Z,2020-10-09T11:17:54Z,(GMT-05:00) America/New_York,-14400.0,"[42.337746, -71.168838]","[42.338117, -71.169313]",,,United States,42.337746,-71.168838,13,27,1,1,0,False,False,False,False,everyone,False,b2472660,False,4464280428,8.185,14.2,,True,136.5,160.0,False,True,77.6,15.8,2,2,False,44.0,7446327,1,a4172575781,{alaGfdkqLlAeAjGuBLgAs@sCGiCRiAdA}BlBsLhCcBj@Eh@XnC|f@lC|c@nBdKC~B}@bGA`ChBfUf@xJjEvd@xBdY}Az[SnXuB|u@fCdh@hGvg@`CdKlExJtFbIxAfE`A]z@Tn@l@|Be@j@f@zAtKdCzBt@pAp@dEdAjC[fG@hDnBjIVvDCjBy@lI@`Db@`FQvBs@fB{AvAsIxCuBxAoEzGi@fCyB|F{B~BQn@ZnBxDhGxCbM\rCl@~Lr@hDfFrGtClBpOlFjB`AjC~BbQzX`PfYb^~]rQ`YzJnN|KnKvUbO`AhBzEhPlKdCtEzEdGxHxMnWtElGbHdG|Gt@`CfAz@fAhD`JlHpHlAj@rF|@|F~DvLtG|U|_@nBnB`Al@h@G~E}DbK_GpFgHjGmFnFmCpJoC|BwB`C_JFkAsEcSyCsH}CoLmAgDSgIFqB^gAdBmB|@kBLaAYwD`@}Cv@sCD{Cn@sCvA_CtJaJhA_BPsA[oC@qArD{Tz@aBlEyCh@eATsDCmIN}HS}B_AwDScCn@{B|C}CT_BIaFaBaAiBaFgG{ByEFSSCq@|C}Jt@wF^gHlC{LxAsAt@j@ZvAr@j@jCEP_AiD|@bANpCg@v@mBf@oCfGaNrEuFdGgEl@eNpAaLDkE_@cDoAkDyByCmEuDkAuBw@uGeCmNMyL]wCs@mCkFyMcAeBqAaA}@I{SU}DNeAaIkCuFaLuCcBsA}C{DmBiNUs@aIHcCOcA]EaCc@o@gC_@iCzA_B_AGm@RkA|CcFyA}B?g@`W{`@Ji@s@kCS{CPkJf@iJKwAq@q@oBw@}Ce@{AAwFt@o@o@aCcGdCkGvAmFv@_Gj@gIlAqHGc@c@[gF[gLwDiBS{HFkNg@gD^oCz@{GdEwBpBwCdE_GrL_ArAeLzHoM|LcAlBoEzNmDfF{NzJg@He@mCcCoW{Jmt@EoCJ_CnBaLAgIo@_Dy@qB_I}IiAkBeBiIu@mLZyEPaJq@kPpDgFb@eAFu@kCoCo@sAaEiPMcBLiKq@gKm@uB}@y@gEsCkHuC_IqFyBgCwAsFqBkG[qD?_FqAaGsDmNcEoIqAsDc@Sk@LsB~BeBhAoD\_CU}IuCmHg@qIp@kJg@_EPyCq@_B@qAb@yDzD{D|AaCxBwGfAu@CeBu@aB^cDxAgCpCqDhI_F~PwDjFsCdCo@OiFmEuDm@qCBwE`ByFuGwByDsBkIg@yEDm@`B}@l@b@`DzJ|@fAHjAOV[M,2,12.0,171.3,905.9,False,,
